Symbol,Company,GICS_Sector,GICS_Sub_Industry,Current_Price,52_Week_High,52_Week_Low,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_125,SMA_200
ALGN,Align Technology,Health Care,Health Care Supplies,131.06,262.87,127.7,133.48,134.76,139.1,160.41,171.3,169.75,184.89
ALLE,Allegion,Industrials,Building Products,176.2,177.75,116.14,173.76,172.02,170.97,163.65,152.03,146.9,140.92
LNT,Alliant Energy,Utilities,Electric Utilities,64.73,67.11,54.71,64.45,64.48,65.12,64.43,62.53,62.25,61.2
ALL,Allstate,Financials,Property & Casualty Insurance,196.89,213.71,173.88,199.98,201.8,203.42,200.12,199.83,199.31,196.31
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,251.61,252.4,140.23,242.32,235.41,220.51,202.51,185.05,179.3,181.1
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,251.76,252.75,142.36,242.68,235.77,221.07,203.28,186.1,180.57,182.51
MO,Altria,Consumer Staples,Tobacco,64.89,68.6,46.28,66.06,66.3,66.6,63.24,60.86,59.95,57.02
AMZN,Amazon,Consumer Discretionary,Broadline Retail,231.43,242.52,161.38,231.62,231.33,229.69,226.92,215.89,210.02,214.14
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,8.28,11.04,8.16,8.26,8.29,8.43,9.1,9.14,9.17,9.36
AEE,Ameren,Utilities,Multi-Utilities,100.47,102.85,80.57,100.01,99.76,99.99,99.22,97.42,97.34,95.34
AEP,American Electric Power,Utilities,Electric Utilities,109.1,115.08,87.57,108.8,108.84,110.69,109.57,106.03,105.58,102.08
AXP,American Express,Financials,Consumer Finance,327.26,332.46,219.87,325.92,326.68,321.64,313.11,302.8,293.86,295.62
AIG,American International Group,Financials,Multi-line Insurance,77.03,87.61,68.55,78.23,79.33,80.7,80.25,81.83,81.93,79.23
AMT,American Tower,Real Estate,Telecom Tower REITs,192.5,234.33,169.77,194.5,195.63,201.27,210.63,212.77,212.73,204.32
AWK,American Water Works,Utilities,Water Utilities,137.58,153.69,116.64,139.02,140.24,142.37,142.0,141.63,141.91,136.58
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,487.65,576.69,393.57,494.21,498.47,505.11,514.56,509.81,502.22,513.47
AME,Ametek,Industrials,Electrical Components & Equipment,189.56,197.35,144.77,189.28,187.96,186.58,183.4,179.81,177.0,179.68
AMGN,Amgen,Health Care,Biotechnology,274.4,330.26,247.06,278.4,280.67,285.53,290.65,284.82,286.56,283.63
APH,Amphenol,Information Technology,Electronic Components,119.24,120.8,56.35,118.65,114.69,112.27,107.64,97.79,91.28,83.1
ADI,Analog Devices,Information Technology,Semiconductors,244.91,257.11,157.31,246.75,246.88,246.81,238.1,227.76,220.11,218.03
AON,Aon plc,Financials,Insurance Brokers,363.8,411.24,322.37,367.35,369.68,370.06,363.54,360.26,364.52,368.58
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,22.91,26.13,13.18,22.74,22.87,22.26,20.5,19.03,18.73,19.73
APO,Apollo Global Management,Financials,Asset Management & Custody Banks,138.48,187.59,101.84,136.19,135.02,135.34,141.54,138.33,136.78,145.6
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",236.7,259.18,168.8,232.39,234.75,231.96,221.47,212.44,211.13,221.1
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,170.93,213.48,123.04,167.16,163.27,162.86,177.64,171.48,165.83,167.37
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,82.8,84.72,47.19,82.61,81.43,79.63,73.51,69.43,66.87,64.9
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,89.86,110.75,82.49,90.92,91.33,91.62,89.8,91.04,91.39,91.94
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,60.53,64.38,40.22,61.42,61.81,61.82,57.88,53.56,51.95,50.61
ANET,Arista Networks,Information Technology,Communications Equipment,145.43,156.32,59.43,146.1,142.78,138.43,127.01,109.38,102.74,104.03
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,289.4,349.78,272.05,295.79,298.18,299.09,300.0,313.87,317.29,312.18
AIZ,Assurant,Financials,Multi-line Insurance,208.49,227.13,173.64,211.06,212.42,213.19,200.77,198.56,198.49,202.65
T,AT&T,Communication Services,Integrated Telecommunication Services,29.62,29.79,20.22,29.46,29.35,29.17,28.3,27.88,27.66,26.13
ATO,Atmos Energy,Utilities,Gas Utilities,165.81,167.99,130.9,165.34,165.25,165.42,160.47,157.54,156.14,150.81
ADSK,Autodesk,Information Technology,Application Software,321.07,329.09,232.67,322.73,322.34,306.21,300.51,296.96,289.79,290.83
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,290.87,326.59,266.62,293.49,295.39,299.35,301.23,304.79,302.55,300.15
AZO,AutoZone,Consumer Discretionary,Automotive Retail,4233.3,4388.11,2898.57,4290.8,4251.86,4200.24,3990.55,3845.76,3808.36,3637.16
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,192.84,233.48,178.86,194.54,193.54,192.93,194.61,199.32,200.01,206.2
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,164.85,219.94,155.31,166.13,166.93,170.11,172.97,174.25,173.71,178.38
AXON,Axon Enterprise,Industrials,Aerospace & Defense,760.79,885.92,364.6,749.51,741.56,754.38,761.37,743.97,705.18,668.29
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,46.28,48.6,32.15,46.42,46.0,45.08,43.33,40.33,40.34,41.38
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",49.91,67.13,43.18,50.54,50.62,51.62,54.7,54.1,53.11,53.42
BAC,Bank of America,Financials,Diversified Banks,50.59,51.09,32.69,50.47,50.18,49.63,47.91,45.71,44.34,44.36
BAX,Baxter International,Health Care,Health Care Equipment,23.8,39.59,21.18,24.14,24.05,24.11,25.44,27.89,28.46,29.58
BDX,Becton Dickinson,Health Care,Health Care Equipment,185.74,248.0,161.47,188.41,189.09,191.86,185.42,179.83,186.56,201.4
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,74.55,99.71,54.24,76.5,76.27,74.92,71.2,70.05,69.29,74.43
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,51.62,80.52,45.87,52.25,52.94,54.09,53.81,51.83,52.46,59.31
BIIB,Biogen,Health Care,Biotechnology,143.32,204.18,110.04,144.65,142.64,139.65,134.21,130.27,129.9,136.35
BLK,BlackRock,Financials,Asset Management & Custody Banks,1115.11,1166.38,766.05,1116.25,1109.27,1118.58,1110.87,1038.54,1010.89,1002.09
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,183.8,196.67,114.16,180.09,175.06,172.07,169.86,154.74,150.79,157.25
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,74.63,99.26,44.27,74.2,74.95,76.28,75.05,67.62,65.27,71.7
BK,BNY Mellon,Financials,Asset Management & Custody Banks,106.42,106.81,66.45,105.45,104.99,104.14,101.03,94.08,91.09,87.42
BA,Boeing,Industrials,Aerospace & Defense,215.75,242.69,128.88,221.74,226.98,228.78,228.4,214.38,204.15,191.58
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",5559.83,5829.37,3786.72,5512.56,5528.4,5582.52,5584.93,5455.28,5273.49,5131.25
BSX,Boston Scientific,Health Care,Health Care Equipment,99.87,109.5,80.64,104.05,105.71,105.5,104.76,104.02,102.68,100.59
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,46.35,61.84,42.96,46.89,46.99,47.36,47.06,47.14,48.66,51.52
AVGO,Broadcom,Information Technology,Semiconductors,364.09,374.23,137.78,357.97,337.71,317.55,301.65,268.05,249.25,234.76
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,249.79,270.85,204.08,251.43,251.05,254.65,250.61,244.21,241.86,237.8
BRO,Brown & Brown,Financials,Insurance Brokers,90.88,125.31,90.24,92.93,94.1,95.23,97.79,103.98,107.0,107.47
BLDR,Builders FirstSource,Industrials,Building Products,140.17,203.14,102.6,142.03,142.42,140.72,135.02,124.91,124.54,135.82
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,80.3,97.07,65.6,82.07,82.28,83.1,79.72,79.19,78.19,77.28
BXP,"BXP, Inc.",Real Estate,Office REITs,77.81,86.38,53.45,75.5,75.16,72.01,69.49,68.3,67.34,68.64
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,133.27,134.91,83.72,130.08,128.61,126.76,114.32,103.93,102.06,101.74
CDNS,Cadence Design Systems,Information Technology,Application Software,351.52,376.45,221.56,350.0,350.11,349.39,342.77,323.1,309.76,302.42
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,25.9,45.93,21.4,25.58,25.72,25.95,27.11,27.53,27.22,29.92
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,108.37,124.31,101.41,109.82,109.97,109.55,110.29,112.73,113.06,114.0
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,32.87,50.18,29.39,33.42,33.29,32.81,32.25,32.95,33.92,36.04
COF,Capital One,Financials,Consumer Finance,226.53,231.82,133.11,224.11,223.31,221.84,217.51,205.95,198.4,194.27
CAH,Cardinal Health,Health Care,Health Care Distributors,150.27,168.44,104.89,151.04,150.45,149.85,154.54,154.11,149.78,139.76
KMX,CarMax,Consumer Discretionary,Automotive Retail,60.42,91.25,54.53,60.4,60.49,60.18,60.36,63.33,65.1,71.62
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",31.24,32.8,15.07,31.63,31.55,31.24,30.17,26.56,25.05,24.97
CARR,Carrier Global,Industrials,Building Products,61.24,82.31,53.89,62.24,63.18,64.82,69.24,69.86,68.28,68.16
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,435.94,441.15,265.05,427.97,423.71,424.51,420.08,383.44,368.81,367.04
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,234.09,255.27,186.22,234.32,234.0,239.04,240.88,232.9,229.57,219.73
CBRE,CBRE Group,Real Estate,Real Estate Services,165.56,167.56,108.45,164.04,162.85,162.31,154.05,141.73,138.22,137.51
CDW,CDW Corporation,Information Technology,Technology Distributors,163.13,227.65,136.33,166.57,166.23,165.84,170.37,172.75,169.52,173.59
COR,Cencora,Health Care,Health Care Distributors,291.4,308.18,216.84,298.34,296.48,294.97,292.95,291.38,288.24,271.02
CNC,Centene Corporation,Health Care,Managed Health Care,32.64,77.29,25.08,32.46,30.85,29.92,28.83,42.75,46.39,51.56
CNP,CenterPoint Energy,Utilities,Multi-Utilities,38.29,39.16,25.67,38.02,37.82,37.82,37.59,37.22,36.95,35.16
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,85.35,103.84,66.56,85.73,85.4,85.69,88.89,88.63,85.77,85.36
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,152.24,230.02,91.86,155.1,158.74,159.8,160.55,149.62,147.19,158.12
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,92.1,99.42,60.38,93.1,94.1,95.16,95.21,90.87,87.91,84.14
CHTR,Charter Communications,Communication Services,Cable & Satellite,260.72,437.06,251.8,262.88,262.49,265.47,302.95,349.9,350.46,354.71
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,157.31,165.09,129.01,157.06,157.06,156.89,153.56,146.11,146.55,147.58
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,38.58,66.74,38.3,38.87,40.0,41.44,45.47,48.67,48.76,52.17
CB,Chubb Limited,Financials,Property & Casualty Insurance,274.33,305.88,250.52,277.95,277.95,276.51,274.4,280.81,282.47,279.39
CHD,Church & Dwight,Consumer Staples,Household Products,91.25,115.72,90.22,93.3,93.87,93.69,94.47,95.37,97.37,100.66
CI,Cigna,Health Care,Health Care Services,297.14,363.87,255.6,302.04,301.86,300.73,294.2,306.37,309.48,303.71
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,155.13,158.92,122.28,154.95,154.36,153.79,151.2,148.33,146.3,144.51
CTAS,Cintas,Industrials,Diversified Support Services,199.71,228.77,179.74,202.01,203.53,208.54,215.57,217.15,213.75,208.91
CSCO,Cisco,Information Technology,Communications Equipment,67.02,72.55,47.56,67.34,67.39,67.58,68.2,65.58,64.04,62.49
C,Citigroup,Financials,Diversified Banks,99.79,100.16,54.71,98.51,97.07,96.03,93.47,84.39,80.67,78.03
CFG,Citizens Financial Group,Financials,Regional Banks,51.34,52.85,31.96,51.69,51.76,51.05,49.1,44.74,43.29,43.64
CLX,Clorox,Consumer Staples,Household Products,122.82,166.9,116.17,123.95,124.02,121.7,123.66,126.39,129.15,138.58
CME,CME Group,Financials,Financial Exchanges & Data,258.83,288.09,203.31,260.99,262.53,265.91,272.27,272.91,270.19,257.39
CMS,CMS Energy,Utilities,Multi-Utilities,71.58,75.33,62.54,71.41,71.35,71.84,71.83,70.96,71.16,69.67
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,66.21,73.85,59.75,67.3,67.82,68.64,69.23,70.03,70.07,67.87
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,68.59,89.77,64.98,69.65,70.63,71.07,72.56,75.38,74.89,77.01
COIN,Coinbase,Financials,Financial Exchanges & Data,327.02,444.65,142.58,321.63,312.21,310.29,341.13,300.12,275.87,272.73
CL,Colgate-Palmolive,Consumer Staples,Household Products,82.13,104.1,81.6,83.39,83.81,84.33,85.81,88.03,88.71,88.97
CMCSA,Comcast,Communication Services,Cable & Satellite,32.62,44.12,31.03,33.25,33.61,33.68,33.76,34.11,34.25,35.11
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,18.67,31.17,18.18,19.21,19.17,19.16,19.1,20.62,21.51,22.95
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,92.33,112.56,78.56,93.01,93.88,95.18,94.14,91.68,92.0,94.11
ED,Consolidated Edison,Utilities,Multi-Utilities,97.0,112.97,85.07,97.26,97.39,98.79,100.43,101.81,102.9,99.23
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,135.42,255.51,135.25,141.35,144.49,153.98,163.64,170.24,172.14,181.09
CEG,Constellation Energy,Utilities,Electric Utilities,330.42,356.57,160.94,318.54,311.79,313.27,321.51,303.9,284.25,276.78
COO,Cooper Companies (The),Health Care,Health Care Supplies,65.48,112.38,61.78,67.31,67.39,69.82,71.49,73.78,74.94,81.76
CPRT,Copart,Industrials,Diversified Support Services,47.6,64.38,45.05,48.3,48.54,48.4,47.37,51.16,52.27,54.43
GLW,Corning Inc.,Information Technology,Electronic Components,77.98,78.32,36.95,75.56,72.87,69.45,62.78,55.56,53.2,51.43
CPAY,Corpay,Financials,Transaction & Payment Processing Services,304.86,400.81,269.02,308.75,312.91,317.77,321.91,326.73,326.84,339.92
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,70.07,77.22,53.14,72.33,72.58,72.96,72.81,70.97,68.8,65.71
CSGP,CoStar Group,Real Estate,Real Estate Services,88.97,97.43,68.26,87.45,87.99,88.7,89.33,83.76,82.69,80.03
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,960.1,1075.34,862.73,965.57,960.77,960.57,960.24,981.45,973.26,974.67
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,24.18,29.29,21.65,24.23,24.22,23.99,24.01,24.45,24.88,25.37
CRWD,CrowdStrike,Information Technology,Systems Software,444.77,517.98,252.48,432.53,424.75,423.55,446.4,452.69,435.03,412.72
CCI,Crown Castle,Real Estate,Telecom Tower REITs,93.57,115.8,81.93,94.61,95.37,98.38,102.56,101.65,101.47,97.47
CSX,CSX Corporation,Industrials,Rail Transportation,32.5,37.1,26.01,32.41,32.42,33.24,34.15,32.45,31.65,31.92
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,414.2,415.3,257.24,407.11,402.11,400.32,377.21,346.23,336.7,343.71
CVS,CVS Health,Health Care,Health Care Services,73.46,75.55,42.12,73.77,73.4,72.43,66.97,65.71,65.78,61.54
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,188.54,278.43,170.73,192.13,196.18,202.01,200.78,198.16,197.97,207.61
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,212.16,226.68,151.75,212.3,210.89,208.8,207.6,208.66,206.35,197.48
DDOG,Datadog,Information Technology,Application Software,138.65,170.08,81.63,138.78,136.55,133.82,137.4,127.66,121.65,127.84
DVA,DaVita,Health Care,Health Care Services,130.95,179.6,126.07,133.27,134.72,135.99,138.3,139.22,141.08,147.36
DAY,Dayforce,Industrials,Human Resource & Employment Services,68.91,82.69,48.01,68.94,69.16,68.87,61.13,59.51,58.85,62.83
DECK,Deckers Brands,Consumer Discretionary,Footwear,118.66,223.98,93.72,116.91,119.26,115.14,108.86,110.15,110.4,137.02
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,469.11,532.1,377.78,472.61,473.9,481.69,497.14,499.39,491.22,477.64
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",126.8,145.54,65.56,124.59,124.24,127.68,129.32,119.17,112.77,112.07
DAL,Delta Air Lines,Industrials,Passenger Airlines,58.42,69.36,34.52,60.16,60.67,60.67,57.19,52.44,50.44,54.58
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,33.77,42.42,25.71,34.73,35.0,34.93,33.86,33.01,32.95,33.49
DXCM,Dexcom,Health Care,Health Care Equipment,75.58,93.25,57.52,76.44,77.47,77.99,80.88,81.68,78.99,80.08
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,134.53,195.31,112.4,137.15,139.66,141.42,141.82,140.3,140.65,147.73
DLR,Digital Realty,Real Estate,Data Center REITs,175.04,193.72,129.05,172.22,167.28,167.02,170.63,169.79,164.86,166.55
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,104.52,117.95,65.67,105.07,107.19,109.56,110.61,106.43,102.6,91.88
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,97.26,118.06,60.49,97.85,100.34,106.28,109.86,100.44,94.74,86.22
D,Dominion Energy,Utilities,Multi-Utilities,60.58,61.75,46.96,59.78,58.99,59.47,58.82,56.64,55.82,54.87
DPZ,Domino's,Consumer Discretionary,Restaurants,449.95,497.15,393.57,453.63,459.46,455.12,459.19,464.57,463.47,457.07
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,258.09,278.15,126.9,258.04,252.94,249.99,248.47,229.14,219.88,206.08
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,171.94,220.46,142.22,174.67,175.79,177.76,180.81,179.2,177.09,183.45
DOW,Dow Inc.,Materials,Commodity Chemicals,24.17,51.74,20.11,24.44,24.29,24.15,24.77,26.51,27.34,31.22
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,172.09,197.64,109.8,177.0,176.99,172.12,156.11,139.98,136.77,137.96
DTE,DTE Energy,Utilities,Multi-Utilities,136.45,142.05,112.71,136.16,135.97,137.28,137.21,135.61,135.09,130.31
DUK,Duke Energy,Utilities,Electric Utilities,122.37,126.75,102.41,121.63,121.32,122.32,120.81,118.46,118.23,114.99
DD,DuPont,Materials,Specialty Chemicals,77.11,88.2,53.17,77.05,76.93,76.28,74.47,70.88,70.09,72.92
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,65.15,111.31,56.78,66.58,67.64,67.75,70.47,74.22,75.81,82.68
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,375.54,398.4,230.37,362.4,354.55,352.04,362.12,341.98,328.54,327.57
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,90.36,100.83,55.44,91.47,91.61,93.99,88.41,80.54,77.42,72.73
ECL,Ecolab,Materials,Specialty Chemicals,270.61,286.04,221.08,271.57,272.97,276.99,272.4,265.98,261.46,256.44
EIX,Edison International,Utilities,Electric Utilities,55.86,85.03,46.98,55.72,55.22,55.26,53.77,53.56,54.0,57.52
EW,Edwards Lifesciences,Health Care,Health Care Equipment,76.05,83.0,64.01,77.94,79.48,80.1,78.82,77.43,76.05,74.6
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,171.76,180.7,114.77,170.07,169.44,170.38,162.85,156.45,153.61,148.86
ELV,Elevance Health,Health Care,Managed Health Care,306.91,549.9,272.22,310.74,311.89,311.12,304.82,346.38,362.49,371.44
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,135.66,149.68,89.31,134.79,133.32,132.86,137.14,128.41,123.62,123.41
ENPH,Enphase Energy,Information Technology,Semiconductor Materials & Equipment,37.98,126.19,29.89,37.6,37.7,37.33,36.75,40.07,43.54,52.13
ETR,Entergy,Utilities,Electric Utilities,90.19,91.79,59.28,89.16,88.32,88.64,87.49,84.76,84.17,82.0
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,117.54,135.49,100.76,118.65,119.71,120.25,119.49,116.94,116.77,120.02
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,154.55,269.0,138.15,157.32,163.74,167.21,165.43,169.08,167.48,192.57
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,49.98,60.83,31.25,50.66,51.14,51.39,52.82,53.95,53.35,51.43
EFX,Equifax,Industrials,Research & Consulting Services,256.88,307.44,199.2,254.18,248.57,247.97,248.92,256.06,250.94,252.31
EQIX,Equinix,Real Estate,Data Center REITs,791.68,977.63,693.42,787.58,777.88,778.74,776.46,816.92,812.54,850.14
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,65.28,76.06,58.81,66.22,65.86,65.3,65.43,67.03,67.1,68.14
ERIE,Erie Indemnity,Financials,Insurance Brokers,321.81,539.84,321.81,331.99,333.39,345.85,351.3,354.25,364.97,381.04
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,264.63,310.81,241.65,266.61,265.35,264.99,270.29,275.31,276.88,280.33
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,87.4,101.55,47.94,86.8,88.22,88.98,89.24,78.49,74.77,74.32
EG,Everest Group,Financials,Reinsurance,339.84,400.59,318.14,343.66,343.7,342.37,337.06,339.79,342.07,346.26
EVRG,Evergy,Utilities,Electric Utilities,72.21,73.29,56.68,71.95,71.63,71.65,70.52,68.49,67.99,65.87
ES,Eversource Energy,Utilities,Electric Utilities,65.52,67.15,51.64,64.83,64.1,64.48,65.18,63.92,62.82,61.03
EXC,Exelon,Utilities,Electric Utilities,43.43,47.26,34.98,43.34,43.33,43.87,43.8,43.65,43.83,42.06
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,95.58,121.47,68.81,95.77,96.08,95.56,98.57,105.15,104.97,102.57
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",228.24,229.0,129.12,221.0,217.83,214.22,197.75,181.69,177.14,179.57
EXPD,Expeditors International,Industrials,Air Freight & Logistics,124.18,129.91,99.78,122.67,121.89,121.2,118.23,115.41,114.8,114.71
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,143.73,178.97,119.72,145.81,145.13,142.86,143.87,145.37,144.26,146.75
XOM,ExxonMobil,Energy,Integrated Oil & Gas,112.35,121.93,96.01,111.96,111.79,111.23,109.91,107.93,108.05,107.8
FFIV,"F5, Inc.",Information Technology,Communications Equipment,324.1,337.39,202.68,326.49,319.91,317.93,311.19,297.33,290.19,283.66
FDS,FactSet,Financials,Financial Exchanges & Data,344.43,495.04,343.65,362.28,366.69,372.02,395.29,417.81,420.22,436.66
FICO,Fair Isaac,Information Technology,Application Software,1555.21,2402.52,1300.0,1554.55,1538.75,1476.78,1477.85,1682.89,1716.02,1809.86
FAST,Fastenal,Industrials,Trading Companies & Distributors,47.76,50.63,33.48,47.68,48.36,49.1,47.31,44.14,42.98,40.86
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,101.08,114.28,79.72,101.06,100.99,99.56,96.07,95.22,94.64,98.58
FDX,FedEx,Industrials,Air Freight & Logistics,225.69,301.45,191.82,227.1,225.73,227.57,228.4,223.94,223.5,238.93
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,66.93,90.1,65.8,67.22,67.7,68.67,73.69,76.32,75.52,76.0
FITB,Fifth Third Bancorp,Financials,Regional Banks,45.36,47.75,31.96,45.42,45.56,44.91,43.48,40.89,39.98,40.99
FSLR,First Solar,Information Technology,Semiconductors,207.0,262.72,116.56,203.77,202.63,201.85,187.73,171.4,162.74,166.14
FE,FirstEnergy,Utilities,Electric Utilities,43.59,44.4,36.81,43.52,43.47,43.5,42.34,41.62,41.15,40.36
FI,Fiserv,Financials,Transaction & Payment Processing Services,132.65,238.59,128.22,134.24,135.12,136.8,144.22,158.29,169.4,186.7
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,11.68,11.99,8.21,11.61,11.65,11.66,11.39,10.84,10.57,10.14
FTNT,Fortinet,Information Technology,Systems Software,81.0,114.82,70.12,80.18,79.0,78.89,89.71,96.37,96.31,97.73
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,48.56,62.64,45.4,48.45,47.98,48.08,49.16,51.1,51.35,54.1
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,58.77,62.69,38.35,58.32,59.72,59.26,57.12,55.3,54.54,53.04
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,53.08,57.02,35.53,52.71,54.18,53.97,52.18,50.73,50.13,49.19
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,24.36,26.08,16.03,24.55,24.93,25.06,24.91,23.16,22.18,21.32
FCX,Freeport-McMoRan,Materials,Copper,45.64,51.85,27.45,45.01,45.53,44.27,43.68,41.7,40.52,39.82
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,235.83,244.52,159.09,237.91,237.53,236.04,230.12,215.48,212.18,212.71
IT,Gartner,Information Technology,IT Consulting & Other Services,246.89,584.01,223.65,242.84,244.16,244.6,292.36,357.71,368.41,419.73
GE,GE Aerospace,Industrials,Aerospace & Defense,286.78,287.11,158.81,281.94,279.85,274.99,269.58,250.58,238.8,219.29
GEHC,GE HealthCare,Health Care,Health Care Equipment,77.76,94.71,57.59,77.37,75.89,74.93,74.53,72.94,72.66,77.18
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,628.68,677.29,199.26,627.53,607.55,610.93,608.75,530.83,487.97,435.25
GEN,Gen Digital,Information Technology,Systems Software,28.76,32.09,22.55,29.26,29.44,30.23,30.08,29.1,28.39,28.16
GNRC,Generac,Industrials,Electrical Components & Equipment,185.71,203.25,99.5,184.95,182.29,186.83,176.92,151.66,145.46,148.7
GD,General Dynamics,Industrials,Aerospace & Defense,326.98,330.18,236.67,325.43,324.23,322.15,313.82,295.21,289.5,277.97
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,49.01,72.65,48.29,49.98,49.93,49.69,49.93,51.71,52.87,55.65
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,58.95,60.6,41.36,58.3,58.2,57.92,54.97,51.61,50.56,50.43
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,139.04,143.1,102.41,140.31,139.14,138.33,132.85,126.91,124.52,122.03
GILD,Gilead Sciences,Health Care,Biotechnology,112.54,121.83,79.42,115.19,114.54,114.97,114.03,110.15,109.43,104.89
GPN,Global Payments,Financials,Transaction & Payment Processing Services,84.16,118.69,65.53,85.49,86.24,86.81,83.8,80.63,82.32,91.95
GL,Globe Life,Financials,Life & Health Insurance,142.43,144.0,99.34,141.33,140.88,140.08,134.49,127.81,127.1,122.96
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,145.55,216.0,132.51,146.62,145.92,146.18,154.91,168.33,169.72,179.77
